seed,replica,modelo,turnos,shocks_totales,PIB_ini,PIB_fin,PIB_delta,pobreza_ini,pobreza_fin,pobreza_delta,aprobacion_ini,aprobacion_fin,deuda_fin,bienestar_ini,bienestar_fin,gobernabilidad_fin,estabilidad_fin,idh_fin,estres_fin,coherencia_temporal,diversidad_valores,reformas_totales,reformas_radicales,delta_iva_medio,delta_isr_medio,presup_salud,presup_educacion,presup_seguridad,presup_infraestructura,presup_agro_desarrollo_rural,presup_proteccion_social,presup_servicio_deuda,presup_justicia,presup_otros
6,0,gpt-4o-mini,8,3,115000.0,149572.31535229625,34572.31535229625,55.0,40.78465081176899,-14.21534918823101,48.0,66.59420961206783,66.27400491356006,57.13392857142857,66.23000931611122,55.019974316049016,63.02950427823234,73.24856455565885,26.003196240259655,100.0,-0.0,16,2,0.0,0.0,21.0,21.0,8.375,8.75,10.125,17.25,5.875,5.25,2.375
7,0,claude-haiku-4-5,8,12,115000.0,146269.66703832932,31269.667038329324,55.0,43.56585001662117,-11.43414998337883,48.0,22.033352641679738,50.2160179976063,57.13392857142857,64.1236923426721,31.34219075777201,70.10757482127012,72.0650489838584,31.341439938127394,100.0,-0.0,16,1,0.625,1.25,17.0,17.0,9.875,11.75,10.625,14.25,9.375,6.25,3.875
7,0,gpt-4o-mini,8,11,115000.0,147256.16775389138,32256.16775389138,55.0,41.12343267370791,-13.87656732629209,48.0,33.908827393520625,64.87853228305015,57.13392857142857,66.05638361186752,38.41408604403297,61.82359702083794,73.05838812235058,28.4967874343767,100.0,-0.0,16,4,0.0,0.0,21.0,21.0,8.375,8.75,10.125,17.25,5.875,5.25,2.375
8,0,claude-haiku-4-5,8,10,115000.0,145102.34887502683,30102.34887502683,55.0,44.167580528677995,-10.832419471322005,48.0,35.906875398853124,65.57656197301507,57.13392857142857,63.81530545524298,37.76082323536497,61.54896891315842,71.96740826850503,32.64363539595987,100.0,-0.0,16,2,0.0625,1.4375,17.0,17.0,9.875,11.75,10.625,14.25,9.375,6.25,3.875
8,0,gpt-4o-mini,8,9,115000.0,145527.8168856392,30527.816885639186,55.0,41.31144794669524,-13.688552053304761,48.0,51.38727593682328,65.86167993016683,57.13392857142857,66.13026387969961,45.89439361426406,63.48842599826624,73.14237307187022,29.871886894531343,100.0,-0.0,16,3,0.0,0.0,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
9,0,claude-haiku-4-5,8,14,115000.0,147712.71207310384,32712.712073103845,55.0,42.454248123400184,-12.545751876599816,48.0,22.187742878818085,78.22778115668754,57.13392857142857,64.69338831294786,28.0695694485985,58.61607535487022,72.18468151661163,33.27770665220345,100.0,-0.0,16,3,0.0625,1.3125,17.0,17.0,9.875,11.75,10.625,14.25,9.375,6.25,3.875
9,0,gpt-4o-mini,8,14,115000.0,146912.7187090544,31912.718709054403,55.0,39.90059793632064,-15.099402063679364,48.0,32.494169477508414,57.67050375325459,57.13392857142857,66.85332451001659,32.21377041607363,67.8381275572673,73.2577906315691,33.92293253812364,100.0,-0.0,15,2,0.625,0.25,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
10,0,claude-haiku-4-5,8,10,115000.0,144736.08148390302,29736.08148390302,55.0,45.91708371809073,-9.08291628190927,48.0,29.178184025321723,74.80880900785723,57.13392857142857,62.6710660230499,35.43743621033599,59.42646043619991,71.60518118456115,31.507758563538566,100.0,-0.0,16,2,0.25,0.4375,15.5,15.5,9.875,13.5,11.625,13.25,10.0,6.5,4.25
10,0,gpt-4o-mini,8,10,115000.0,144831.31075922013,29831.310759220127,55.0,42.34328236986457,-12.656717630135432,48.0,42.01157930474111,72.91377241472834,57.13392857142857,65.60144873782534,40.768531918762896,59.8232457629194,73.08391055402538,29.44758832766378,100.0,-0.0,16,2,0.0,0.0,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
11,0,claude-haiku-4-5,8,13,115000.0,142283.29874942527,27283.298749425274,55.0,43.738516918943496,-11.261483081056504,48.0,29.265133807117856,96.25878648186847,57.13392857142857,63.95781960285096,31.957855978217285,55.36157303161829,71.62475924527885,35.03818768199895,100.0,-0.0,16,1,0.625,0.9375,16.5,16.5,9.5,12.75,11.5,14.0,9.125,6.25,3.875
