N,k,converged,cos_to_true,cos_err,l2_err_direction,w_norm,error
50,28,True,0.9914315278693535,0.008568472130646487,0.13090815200472866,1.5466170529710754,
50,29,True,0.911223907559111,0.08877609244088902,0.42136941616801993,0.8876411552846746,
50,30,True,0.9575669859996472,0.04243301400035282,0.2913177440539892,1.2082455019220073,
50,31,True,0.956646985920349,0.043353014079650976,0.2944588734599487,1.749031025733024,
50,32,True,0.9142615266708215,0.0857384733291785,0.41409775012472233,1.2108098624902814,
50,33,True,0.9782707891387109,0.021729210861289094,0.2084668360257285,0.8238005778021096,
50,34,True,0.9383283082167678,0.061671691783232174,0.351202767025638,1.1022391140347914,
50,35,True,0.9573676900526008,0.042632309947399194,0.29200106146176613,1.5055119326663458,
50,36,True,0.9546884772575307,0.0453115227424693,0.30103661817948063,1.2509325918016752,
50,37,True,0.929067908287191,0.07093209171280901,0.3766486206341635,1.1906392235681107,
50,38,True,0.9231240747901415,0.07687592520985853,0.39211203809589584,1.2361046342495605,
50,39,True,0.9041949308545179,0.09580506914548215,0.43773295317003974,1.0738162391298396,
50,40,True,0.9583911423034549,0.0416088576965451,0.2884748089402088,1.171747509595619,
50,41,True,0.9300882438818141,0.0699117561181859,0.3739298226089646,1.0419059910056854,
50,42,True,0.9619732071054157,0.03802679289458433,0.275778145960061,0.8366558570050177,
50,43,True,0.945423656279554,0.05457634372044595,0.33038263792289757,0.8466006135826974,
50,44,True,0.9308138835243883,0.06918611647561168,0.37198418373799635,1.0661881062983487,
50,45,True,0.931942759808291,0.068057240191709,0.36893695990428754,1.2788072044213352,
50,46,True,0.9527106002031497,0.04728939979685032,0.30753666382026806,1.2483202335929808,
50,47,True,0.9410016636363234,0.05899833636367657,0.34350643767963523,1.156779656054202,
50,48,True,0.9660265682980496,0.03397343170195044,0.2606661915245257,1.4496614628267288,
50,49,True,0.9659012020289452,0.03409879797105475,0.2611466942967295,0.9801547973711681,
50,50,True,0.9141093503383555,0.0858906496616445,0.4144650761201589,1.1344672554579718,
50,51,True,0.9569682689133326,0.04303173108666736,0.29336574812567123,1.0501818485766996,
50,52,True,0.8766229408873688,0.1233770591126312,0.49674351352107476,1.2081567378055595,
50,53,True,0.9783482982751511,0.02165170172484887,0.20809469827388122,1.0145714412309417,
50,54,True,0.9897641660141816,0.010235833985818399,0.1430792366894545,1.1994806072982396,
50,55,True,0.9691878803234627,0.030812119676537297,0.2482422996853574,1.1765811909976909,
50,56,True,0.9966653058681515,0.0033346941318485035,0.08166632270218421,0.9746049926199232,
50,57,True,0.9346608775363205,0.06533912246367946,0.36149446043799766,1.4573133168130326,
50,58,True,0.9836222152024109,0.016377784797589112,0.18098499826001652,1.4572495422460952,
50,59,True,0.8974179331801073,0.10258206681989268,0.452950475924008,1.3170356762659585,
50,60,True,0.9091293357185004,0.09087066428149959,0.4263113047562772,0.8808818108242239,
50,61,True,0.9331926781142584,0.06680732188574157,0.3655333688891931,1.1032385150316102,
50,62,True,0.9851269661841365,0.014873033815863468,0.17247048336375417,1.3713353568323225,
50,63,True,0.759681135507109,0.24031886449289097,0.6932804115116639,0.5365760699726567,
50,64,True,0.8443882224252061,0.15561177757479394,0.5578741391654464,0.9767886641673516,
50,65,True,0.9124638414639606,0.08753615853603935,0.41841643977272047,1.1601271753208524,
50,66,True,0.9541370979822629,0.04586290201773713,0.30286268181384535,1.1450833059739791,
50,67,True,0.9039171134158008,0.09608288658419917,0.43836716707390233,1.2382152924650374,
50,68,True,0.9148144784523721,0.08518552154762793,0.4127602731553218,1.4236078605402758,
50,69,True,0.9828589748400519,0.017141025159948087,0.18515412585167018,1.3277621370529358,
50,70,True,0.7711074772860173,0.22889252271398275,0.6765981417562167,1.4218886623737208,
50,71,True,0.8439038276548769,0.15609617234512307,0.5587417513397813,0.9915778092924841,
50,72,True,0.9503399838729867,0.04966001612701332,0.3151508087472199,0.9674228554060603,
50,73,True,0.9196426424817843,0.08035735751821571,0.4008923983270717,0.806914002698298,
50,74,True,0.9501818845512233,0.04981811544877668,0.31565207253802885,1.069545544490914,
50,75,True,0.9091654547380152,0.09083454526198476,0.4262265718182876,1.1484674524793355,
50,76,True,0.905721365318662,0.09427863468133801,0.43423181523545246,1.2082764016725351,
50,77,True,0.96262357002911,0.03737642997088997,0.27340969247958186,1.376809281879885,
50,78,True,0.8411886494143599,0.1588113505856401,0.5635802526448923,1.1946586081319648,
50,79,True,0.9201132454496852,0.0798867545503148,0.39971678611315486,1.185652059482374,
50,80,True,0.9400138778496457,0.05998612215035426,0.34637009729580953,1.4178851180025294,
50,81,True,0.7720474581766823,0.2279525418233177,0.6752074374935715,0.9175289471464517,
50,82,True,0.9272684565837814,0.07273154341621857,0.38139623337473766,1.101579594809313,
50,83,True,0.9542187751992334,0.04578122480076663,0.302592877645085,0.995316000459167,
50,84,True,0.9694327082846643,0.030567291715335676,0.24725408678254632,1.3549972450077348,
50,85,True,0.9394222481656711,0.0605777518343289,0.3480739916578915,0.8430936209730913,
50,86,True,0.9583494624728941,0.0416505375271059,0.28861925620826423,1.35664013144,
50,87,True,0.9282342399568495,0.0717657600431505,0.3788555398648688,1.1274219008355935,
50,88,True,0.9378619937747869,0.06213800622521315,0.3525280307300771,1.2208946320443077,
50,89,True,0.6986882934998521,0.30131170650014794,0.7762882280443881,0.9157781002009717,
50,90,True,0.9583555262350433,0.041644473764956724,0.28859824588849053,1.4758406329951537,
50,91,True,0.9427198140110453,0.05728018598895468,0.33846768232419117,0.8901413569376435,
50,92,True,0.8551742177153808,0.14482578228461918,0.5381928693035967,1.6936634135301623,
50,93,True,0.932850722294325,0.06714927770567503,0.36646767307819955,1.2042747902827924,
50,94,True,0.9508492011491272,0.04915079885087281,0.3135308560600468,1.0700203188826496,
50,95,True,0.9238237676673123,0.07617623233268767,0.39032353844647294,1.5915868024002797,
50,96,True,0.9172728983932218,0.08272710160677821,0.40676062151289444,1.5490390284047255,
50,97,True,0.9368605064977218,0.06313949350227821,0.35535754811816855,1.3620399730562958,
50,98,True,0.9094574309197314,0.09054256908026859,0.42554099468856965,1.7631356481180231,
50,99,True,0.9721663914364487,0.027833608563551326,0.23593901145656837,1.4427435961758652,
50,100,True,0.8959512326791406,0.10404876732085944,0.4561770869319487,1.1825615692570834,
