seed,replica,model,dim,w_mean,hdi_lo,hdi_hi
8,0,gpt_4o_mini,pro_aprobacion,-0.07048353712626866,-1.4252823682175497,1.444898649110464
8,0,gpt_4o_mini,pro_crecimiento,0.1608474158780508,-1.7362704083611826,2.0286968675432675
8,0,gpt_4o_mini,anti_desviacion_inflacion,-0.025005562952155082,-1.898784380715798,1.8987219725482143
8,0,gpt_4o_mini,pro_confianza,0.035089911065432126,-1.8169165227671813,2.037347484898602
9,0,claude_haiku_4_5,anti_pobreza,1.924593755012809,0.4924916479446698,3.267828883925165
9,0,claude_haiku_4_5,anti_deuda,0.050315261816923675,-1.861255754050837,1.9656064004211595
9,0,claude_haiku_4_5,pro_aprobacion,0.26681167505796377,-1.1535712055873368,1.6277243862284534
9,0,claude_haiku_4_5,pro_crecimiento,0.22921887160194254,-1.8081580825964796,2.120824713260741
9,0,claude_haiku_4_5,anti_desviacion_inflacion,0.04794194831642528,-1.7425634802323635,2.0405297931292794
9,0,claude_haiku_4_5,pro_confianza,0.07464446712620351,-1.9157579334483175,1.9414926786296645
9,0,gpt_4o_mini,anti_pobreza,2.101378861212786,0.8453779006888016,3.571609895038914
9,0,gpt_4o_mini,anti_deuda,0.05670769635230853,-1.8484596559631234,2.116808481191205
9,0,gpt_4o_mini,pro_aprobacion,0.30738424524750074,-1.0504671897680609,1.7830451325423908
9,0,gpt_4o_mini,pro_crecimiento,0.12817136554811648,-1.687597795536632,2.067732584363476
9,0,gpt_4o_mini,anti_desviacion_inflacion,0.023060541434525437,-1.772055643918219,1.938590233071415
9,0,gpt_4o_mini,pro_confianza,0.04483627928584009,-1.9141928784356503,1.900095183762206
10,0,claude_haiku_4_5,anti_pobreza,1.3315343957695613,-0.04136988852843281,2.652412589219183
10,0,claude_haiku_4_5,anti_deuda,0.10453533030165137,-1.8117556598672988,1.9401503409735399
10,0,claude_haiku_4_5,pro_aprobacion,-0.17185618981832693,-1.4660559642626925,1.2682713808878483
10,0,claude_haiku_4_5,pro_crecimiento,-0.023358468746864064,-1.987175969103599,1.83310772898052
10,0,claude_haiku_4_5,anti_desviacion_inflacion,0.06029539057446536,-1.7599775326910996,2.026949980410045
10,0,claude_haiku_4_5,pro_confianza,-0.003212239710491121,-1.8763890001418535,2.0359453318026355
10,0,gpt_4o_mini,anti_pobreza,2.203007669196771,0.8130468290230821,3.5912476316418362
10,0,gpt_4o_mini,anti_deuda,-0.0612583544397708,-1.9104836967709355,1.920510995626817
10,0,gpt_4o_mini,pro_aprobacion,0.36503006171709773,-0.9818776013779009,1.821520414756568
10,0,gpt_4o_mini,pro_crecimiento,0.06703403278464393,-1.8305212414015222,1.9455408098208402
10,0,gpt_4o_mini,anti_desviacion_inflacion,0.027753646239172397,-1.8675415246204632,1.9969494019291418
10,0,gpt_4o_mini,pro_confianza,0.021189105617686492,-1.9532243237998996,1.8631694829918986
